Name	BIBCode	Title	PubInfo	Citations	date
Lyskova, Natalya	2014PhDT.......364L	Mass determination of elliptical galaxies	PhD Thesis, LMU Munich, 2014	0	2014
Babyk, Iu. V.	2014PhDT.......435B	The distribution of vision and missing mass in X-ray galaxy clusters at z &amp;lt; 1.4 using data of Chandra Space Observatory.	PhD Thesis, Main Astronomical Observatory of NAS of Ukraine, 136 pp., 2014	11	2014
Shimizu, Takafumi	2014PhDT.......595S	Dynamical Evolution and High-Energy Radiation of Mixed-Morphology Supernova Remnants	Ph.D. Thesis -- Tokyo Metropolitan University, 2014	0	2014
Xu, Lei	2014PhDT........35X	The relation between luminous active nuclei and star formation in their host galaxies	PhD Thesis, University of Arizona, 2014	0	2014
Verdolini, Silvia	2014PhDT.......115V	Modeling interstellar bubbles: Near and far	PhD Thesis, Leiden University, 2014	0	2014
Koutoulidis, Lazaros D.	2014PhDT.......556K	&Mu;&epsilon;&lambda;&#x3AD;&tau;&eta; &tau;&eta;&sigmaf; &Sigma;&mu;&eta;&nu;&omicron;&pi;&omicron;&#x3AF;&eta;&sigma;&eta;&sigmaf; &tau;&omega;&nu; &Epsilon;&nu;&epsilon;&rho;&gamma;&#x3CE;&nu; &Gamma;&alpha;&lambda;&alpha;&xi;&iota;&alpha;&kappa;&#x3CE;&nu; &Pi;&upsilon;&rho;&#x3AE;&nu;&omega;&nu; &sigma;&tau;&iota;&sigmaf; &Epsilon;&nu;&epsilon;&rho;&gamma;&#x3CE;&nu; &Gamma;&alpha;&lambda;&alpha;&xi;&iota;&alpha;&kappa;&#x3CE;&nu; &Pi;&upsilon;&rho;&#x3AE;&nu;&omega;&nu; &sigma;&tau;&iota;&sigmaf; &alpha;&kappa;&tau;&#x3AF;&nu;&epsilon;&sigmaf; &Chi; &Mu;&epsilon;&lambda;&#x3AD;&tau;&eta; &tau;&eta;&sigmaf; &Sigma;&mu;&eta;&nu;&omicron;&pi;&omicron;&#x3AF;&eta;&sigma;&eta;&sigmaf; &tau;&omega;&nu; &Epsilon;&nu;&epsilon;&rho;&gamma;&#x3CE;&nu; &Gamma;&alpha;&lambda;&alpha;&xi;&iota;&alpha;&kappa;&#x3CE;&nu; &Pi;&upsilon;&rho;&#x3AE;&nu;&omega;&nu; &sigma;&tau;&iota;&sigmaf; &Epsilon;&nu;&epsilon;&rho;&gamma;&#x3CE;&nu; &Gamma;&alpha;&lambda;&alpha;&xi;&iota;&alpha;&kappa;&#x3CE;&nu; &Pi;&upsilon;&rho;&#x3AE;&nu;&omega;&nu; &sigma;&tau;&iota;&sigmaf; &alpha;&kappa;&tau;&#x3AF;&nu;&epsilon;&sigmaf; &Chi; Study of X-ray active galactic nuclei clustering;	PhD Thesis, University of Patras, 2014	0	2014
Simmons, Brooke D.	2012PhDT.......402S	Black Hole Growth and Host Galaxy Co-Evolution Over 8 Billion Years of Cosmic Time	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Yale University, 2012.; Publication Number: AAT 3535268; ISBN: 9781267852724; Source: Dissertation Abstracts International, Volume: 74-05(E), Section: B.; 175 p., 2013	0	2012
Stevens, Abigail Lauren	2013MsT.........17S	Understanding Parameter Degeneracies in Neutron Star X-ray Light Curves	ProQuest Dissertations And Theses; Thesis (M.Sc.)--University of Alberta (Canada), 2013.; Publication Number: AAT MR96021; ISBN: 9780494960219; Source: Masters Abstracts International, Volume: 52-05.; 148 p.	0	2013
Busk, Heather	2013MsT.........19B	The X-ray Emitting OB Population of MYStIX Star-Forming Regions	Masters thesis, Pennsylvania State University, Fall 2013, 57 pages	0	2013
Landry, David	2013PhDT........26L	Chandra measurements of a complete sample of x-ray luminous clusters: The gas mass fraction	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Alabama in Huntsville, 2013.; Publication Number: AAT 3555210; ISBN: 9781267966643; Source: Dissertation Abstracts International, Volume: 74-07(E), Section: B.; 204 p.	0	2013
Ruel, Jonathan	2013PhDT........80R	Optical spectroscopy and velocity dispersions of SZ-selected galaxy clusters	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Harvard University, 2013.; Publication Number: AAT 3567051; ISBN: 9781303186844; Source: Dissertation Abstracts International, Volume: 74-10(E), Section: B.; 154 p.	0	2013
Ehlert, Steven Robert	2013PhDT.......108E	The co-evolution of galaxies and their surrounding environments in massive galaxy clusters	PhD Thesis, Stanford University, 2013	0	2013
Yang, Yi-Jung	2013PhDT.......148Y	Accreting black holes	PhD Thesis, University of Amsterdam, 2013	0	2013
Nielsen, Mikkel Thomas B&oslash;je	2013PhDT.......157N	X-ray emissions from progenitors of Type la Supernovae	PhD Thesis, Radboud University Nijmegen, 2013	0	2013
Johnson, Seth Pohatan	2013PhDT.......158J	Characterizing distant galaxies: Spectral energy distribution analysis of X-ray selected star forming galaxies	PhD Thesis, University of Massachusetts Amherst, 2013	0	2013
Runnoe, Jessie C.	2013PhDT.......160R	A multi-wavelength perspective on quasar fundamental properties	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Wyoming, 2013.; Publication Number: AAT 3594503; ISBN: 9781303390135; Source: Dissertation Abstracts International, Volume: 75-01(E), Section: B.; 253 p.	0	2013
Lomiashvili, David	2013PhDT.......183L	Non-thermal emission in astrophysical environments: From pulsars to supernova remnants	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Purdue University, 2013.; Publication Number: AAT 3591480; ISBN: 9781303320767; Source: Dissertation Abstracts International, Volume: 75-01(E), Section: B.; 162 p.	0	2013
Foster, Deatrick	2013PhDT.......192F	Examining very-long-term variability in X-ray binaries: Are ultraluminous X-ray sources intermediate mass black holes?	PhD Thesis, Vanderbilt University, 2013	0	2013
Lanz, Lauranne	2013PhDT.......216L	Constraining the Evolution of Galaxies over the Interaction Sequence with Multiwavelength Observations and Simulations	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Harvard University, 2013.; Publication Number: AAT 3600197; ISBN: 9781303502514; Source: Dissertation Abstracts International, Volume: 75-02(E), Section: B.; 220 p.	0	2013
Lindner, Robert Raymond	2013PhDT.......267L	The growth of massive galaxies and clusters at high redshift	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Rutgers The State University of New Jersey - New Brunswick, 2013.; Publication Number: AAT 3606576; ISBN: 9781303637421; Source: Dissertation Abstracts International, Volume: 75-04(E), Section: B.; 254 p.	0	2013
Sell, Paul Harrison	2013PhDT.......283S	Compact objects at the heart of outflows in large and small systems	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Wisconsin - Madison, 2013.; Publication Number: AAT 3593486; ISBN: 9781303363436; Source: Dissertation Abstracts International, Volume: 74-12(E), Section: B.; 164 p.	0	2013
Wei&szlig;mann, Alexandra	2013PhDT.......289W	Statistical analysis of the X-ray morphology of galaxy clusters	PhD Thesis, LMU Munich, 2013	0	2013
Prinz, Tobias	2013PhDT.......305P	Exploring the end states of massive stars using the X-ray emission of neutron stars and supernova remnants.	Ph.D. thesis, Ludwig-Maximilians-Universitat (2013), 214 pages	0	2013
Kumar, Harsha Sanjeev	2013PhDT.......313K	X-ray studies of highly magnetized neutron stars and their environs	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Manitoba (Canada), 2013.; Publication Number: AAT NS28044; ISBN: 9780499280442; Source: Dissertation Abstracts International, Volume: 75-07(E), Section: B.; 239 p.	0	2013
Binder, Breanna Arlene	2013PhDT.......354B	X-ray Binary Evolution and the Connection to Star Formation in Nearby Galaxies with the Chandra Local Volume Survey	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Washington, 2013.; Publication Number: AAT 3608887; ISBN: 9781303673795; Source: Dissertation Abstracts International, Volume: 75-05(E), Section: B.; 307 p.	0	2013
Pascut, Aurelia	2013PhDT.......358P	Evolution of X-ray Properties of Galaxy Groups	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Birmingham (United Kingdom), 2013.; Publication Number: AAT 10591255; ISBN: 9781369711639; Source: Dissertation Abstracts International, Volume: 78-09(E), Section: B.; 256 p.	0	2013
Liu, Wenhao	2013PhDT.......372L	Study on background subtraction methods and mass profiles of a Chandra galaxy cluster sample	PhD Thesis, University of California, Irvine, 2013	0	2013
Czakon, Nicole G.	2013PhDT.......412C	Sunyaev-Zel&#39;&#39;dovich observations using large-format millimeter arrays	ProQuest Dissertations And Theses; Thesis (Ph.D.)--California Institute of Technology, 2013.; Publication Number: AAT 3643245; ISBN: 9781321306392; Source: Dissertation Abstracts International, Volume: 76-03(E), Section: B.; 165 p.	0	2013
Burke, Mark J.	2013PhDT.......511B	Extragalactic X-ray binaries: black holes and neutron stars in Centaurus A	PhD Thesis, University of Birmingham, 2013	0	2013
Anderson, Michael E.	2013PhDT.......529A	Hot gaseous halos around galaxies	PhD Thesis, University of Michigan, 2013	0	2013
Anderson, Gemma Elizabeth	2013PhDT.......540A	The ChIcAGO survey: multi-wavelength identification of Galactic plane X-ray s ources	PhD Thesis, University of Sydney, 2013	0	2013
Armas Padilla, Montserrat	2013PhDT.......541A	Subluminous X-ray binaries	PhD Thesis, University of Amsterdam, 2013	0	2013
Su, Yuanyuan	2013PhDT.......697S	X-ray observations of hot gas in early-type galaxies and groups of galaxies	PhD Thesis, University of Alabama, 2013	0	2013
Castro, Philip J.	2013PhDT........36C	Star formation in the lagoon nebula &amp;amp; low-mass stars and brown dwarfs	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Delaware, 2013.; Publication Number: AAT 3555279; ISBN: 9781267967701; Source: Dissertation Abstracts International, Volume: 74-07(E), Section: B.; 356 p.	1	2013
Petriella, Alberto	2013PhDT.......272P	Effects of shock waves in the interstellar medium	PhD Thesis. Universidad de Buenos Aires, December 2013, 201 pages	1	2013
Rutherford, John Morton	2013PhDT.......345R	Imaging X-ray spectroscopy with Micro-X and Chandra	PhD Thesis, Massachusetts Institute of Technology, 2013	1	2013
Bildfell, Christopher J.	2013PhDT.......415B	The Stellar Content in Clusters of Galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Victoria (Canada), 2013.; Publication Number: AAT NS28346; ISBN: 9780499283467; Source: Dissertation Abstracts International, Volume: 75-07(E), Section: B.; 240 p.	1	2013
B&ouml;ck, Moritz	2013PhDT.......479B	Observations of Active Galactic Nuclei from Radio to Gamma-rays	PhD Thesis, Dr. Karl Remeis-Sternwarte Bamberg Erlangen Centre for Astroparticle Physics, 2013	1	2013
Skipper, Chris	2013PhDT.......687S	Fast spectral variability in the x-ray emission of accreting black holes	PhD Thesis, University of Southampton, 2013	1	2013
Joseph, Tana Dale	2013PhDT.......167J	A study of x-ray binaries in the local universe	PhD Thesis, University of Southampton, 2013	2	2013
Brantseg, Thomas Felton	2013PhDT.......235B	Core-collapse supernova remnants and interactions with their surroundings	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Iowa, 2013.; Publication Number: AAT 3595083; ISBN: 9781303399916; Source: Dissertation Abstracts International, Volume: 75-01(E), Section: B.; 192 p.	3	2013
Britt, Christopher T.	2013PhDT.......483B	Photometric Variability of X-ray Sources in the Galactic Bulge	Dissertation at Louisiana State University, 225 pp., 2013	4	2013
Dawson, William Anthony	2013PhDT.......211D	Constraining Dark Matter Through the Study of Merging Galaxy Clusters	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of California, Davis, 2013.; Publication Number: AAT 3602041; ISBN: 9781303538186; Source: Dissertation Abstracts International, Volume: 75-03(E), Section: B.; 144 p.	5	2013
Russell, Christopher Michael Post	2013PhDT.......164R	Using 3D dynamic models to reproduce X-ray properties of colliding wind binaries	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Delaware, 2013.; Publication Number: AAT 3594966; ISBN: 9781303398551; Source: Dissertation Abstracts International, Volume: 75-01(E), Section: B.; 202 p.	9	2013
de Jong, Sandra	2013PhDT........78D	Accretion processes of radio galaxies at high energies	PhD Thesis, 204 pages, 2013	0	2013
Vigan&ograve;, Daniele	2013PhDT.........7V	Magnetic fields in neutron stars	PhD Thesis, University of Alicante, 2013	16	2013
Mingo Fernandez, Beatriz	2013PhDT........11M	X-Ray Studies of Radio-Loud AGN	Ph. D. Thesis, University of Hertfordshire (UK), 2013, 240 pages	0	2013
Ratti, E. M.	2013PhDT.........5R	Observations and dynamical studies of X-ray binaries in a low-accretion state	Ph.D. Thesis, Astronomical Institute Anton Pannekoek, University of Amsterdam, The Netherlands, 2013. Advisor: W. Hermsen	0	2013
Ziparo, Felicia	2012PhDT.......137Z	The role of the environment and the merging activity in the evolution of star formation up to z 1.6	PhD Thesis, LMU Munich, 2012	0	2012
Waters, Timothy R.	2012MsT..........8W	Parker winds revisited: An extension to disk winds	ProQuest Dissertations And Theses; Thesis (M.S.)--University of Nevada, Las Vegas, 2012.; Publication Number: AAT 1517017; ISBN: 9781267569332; Source: Masters Abstracts International, Volume: 51-02.; 124 p.	0	2012
Holczer, Tomer	2012PhDT.........1H	Ubiquitous Thermal Instability in Active Galactic Nuclei Outflows	PhD Thesis, Technion &ndash; Israel Institute of Technology, 2012	0	2012
Steiner, James Francis	2012PhDT........14S	Spin Measurements of Accreting Black Holes: A Foundation for X-ray Continuum Fitting	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Harvard University, 2012.; Publication Number: AAT 3495642; ISBN: 9781267193773; Source: Dissertation Abstracts International, Volume: 73-06, Section: B, page: 3659.; 232 p.	0	2012
U, Vivian	2012PhDT........21U	Luminous Infrared Galaxies in the Local Universe: Global Properties, Nuclear Activity, and the Starburst-AGN Connection	PhD Thesis, University of Hawai&lsquo;i at M&#x101;noa, 2012	0	2012
Xiang-Gru&szlig;, Daniel	2012PhDT........44X	Mid-infrared properties of local active galactic nuclei	PhD Thesis, Kiel University, 2012	0	2012
Eckmiller, Helen J.	2012PhDT.......103E	Testing X-ray scaling relations with a sample of Chandra galaxy groups and detailed analysis of A2244 with Chandra and Suzaku	PhD Thesis, University of Bonn, 2012	0	2012
Van Etten, Albert Adam	2012PhDT.......104V	Particle populations and high energy emission in pulsar wind nebulae	PhD Thesis, Stanford University, 2012	0	2012
Jia, Jianjun	2012PhDT.......130J	X-ray view of obscured AGN and its connection with galaxy evolution	Ph.D. Thesis, The Johns Hopkins University, 2012	0	2012
Jackson, Floyd Emmanuel	2012PhDT.......142J	The properties of discrete X-ray sources in star-forming galaxies	PhD Thesis, Durham University, 2012	0	2012
Zhang, Zhongli	2012PhDT.......154Z	Study of populations of low-mass X-ray binaries in elliptical galaxies	PhD Thesis, LMU Munich, 2012	0	2012
Greer, Christopher Holland	2012PhDT.......207G	Joint scaling properties of Sunyaev-Zel&#39;&#39;dovich and optical richness observables in an optically-selected galaxy cluster sample	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Chicago, 2012.; Publication Number: AAT 3548233; ISBN: 9781267835109; Source: Dissertation Abstracts International, Volume: 74-05(E), Section: B.; 90 p.	0	2012
Maksym, Walter Peter, III	2012PhDT.......221M	An X-ray Survey for Tidal Disruption Flares in Rich Clusters of Galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Northwestern University, 2012.; Publication Number: AAT 3527788; ISBN: 9781267622396; Source: Dissertation Abstracts International, Volume: 74-02(E), Section: B.; 222 p.	0	2012
Rangelov, Blagoy	2012PhDT.......224R	High Mass X-ray Binaries in Nearby Star-forming Galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Toledo, 2012.; Publication Number: AAT 3548311; ISBN: 9781267835987; Source: Dissertation Abstracts International, Volume: 74-05(E), Section: B.; 114 p.	0	2012
Teets, William Kenneth	2012PhDT.......239T	Evidence of accretion-generated X-rays in the young, erupting stars V1647 ORI and EX Lupi	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Vanderbilt University, 2012.; Publication Number: AAT 3576277; ISBN: 9781303557217; Source: Dissertation Abstracts International, Volume: 75-03(E), Section: B.; 150 p.	0	2012
Pagnotta, Ashley	2012PhDT.......272P	Recurrent Novae and Type Ia Supernova Progenitors	PhD Thesis, Louisiana State University, 2012	0	2012
Wu, Jianfeng	2012PhDT.......288W	X-ray and multiwavelength studies of active galactic nuclei from large area s ky surveys	PhD Thesis, Pennsylvania State University, 2012	0	2012
Piel, Jennifer Miriam	2012PhDT.......319P	A detailed study of galaxy clusters with weak gravitational lensing and X-rays	PhD Thesis, University of Bonn, 2012	0	2012
Hamer, Stephen Leslie	2012PhDT.......357H	Cold gas in galaxy cluster cores	PhD Thesis, Durham University, 2012	0	2012
Calvelo Santos, Daniel Emilio	2012PhDT.......443C	Observations of X-ray binaries using the Australia Telescope Compact Array - compact array broadband backend	PhD Thesis, University of Southampton, 2012	0	2012
Connelly, Jennifer Lynn	2012PhDT.......491C	Optically and x-ray selected galaxy groups at intermediate redshift	PhD Thesis, LMU Munich, 2012	0	2012
Schr&ouml;ter, Sebastian	2012PhDT.......644S	Analysis of stellar activity and orbital dynamics in extrasolar planetary systems	PhD Thesis, University of Hamburg, 2012	0	2012
Elkholy, Tamer Yohanna	2012PhDT........65E	Probing the History of Galaxy Clusters with Metallicity and Entropy Measurements	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Massachusetts Institute of Technology, 2012.; Publication Number: AAT 0829256; Source: Dissertation Abstracts International, Volume: 74-09(E), Section: B.	1	2012
Jones, Sadie	2012PhDT.......140J	Radio/X-ray variability and structure investigation of Seyfert galaxy NGC 4051.	PhD Thesis, University of Southampton, 2012	1	2012
Douglass, Edmund	2012PhDT.......292D	The galaxy cluster environments of wide angle tail radio sources	PhD Thesis, Boston University, 2012	1	2012
Savchenko, Volodymyr	2012PhDT.......637S	Gamma-ray bursts	PhD Thesis, University of Geneva, 2012	1	2012
Bilous, Anna V.	2012PhDT.......231B	Single-pulse study of radio pulsars	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Virginia, 2012.; Publication Number: AAT 3531201; ISBN: 9781267723253; Source: Dissertation Abstracts International, Volume: 74-03(E), Section: B.; 136 p.	3	2012
Sturm, Richard K. N.	2012PhDT.......631S	An X-ray investigation of the Small Magellanic Cloud with XMM-Newton	PhD Thesis, Technical University of Munich, 2012	10	2012
Kajava, Jari J. E.	2012PhDT.......345K	X-raying compact stars in the galaxy and beyond	PhD Thesis, University of Oulu, 2012	0	2012
Millar, William Charles	2012PhDT.......477M	A study of the observational and data analysis techniques of extragalactic supernova remnants: the case of the Sculptor Group Galaxy NGC 300	PhD Thesis, 274 + xxii pages, Centre for Astronomy, James Cook University (2012)	0	2012
Bhalerao, Varun	2012PhDT.........5B	Neutron Stars and NuSTAR	PhD Thesis, California Institute of Technology, 2012	5	2012
Clerc, Nicolas	2012PhDT.......492C	Analyse cosmologique des relev&eacute;s d&rsquo;amas de galaxies en rayons X Analyse cosmologique des relev&eacute;s d&rsquo;amas de galaxies en rayons X Cosmological analysis of galaxy clusters surveys in X-rays;	PhD Thesis, Paris Diderot University (Paris VII), 2012	0	2012
Kaur, Amanpreet	2012MsT.........24K	Ultraluminous X-Ray Sources in the Andromeda Galaxy: Two Recent Discoveries and their Implications	ProQuest Dissertations And Theses; Thesis (M.S.)--Clemson University, 2012.; Publication Number: AAT 1532275; ISBN: 9781267872333; Source: Masters Abstracts International, Volume: 51-04.; 70 p.	0	2012
DeWitt, Curtis	2011PhDT.......150D	Infrared studies of galactic center x-ray sources	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Florida, 2011.; Publication Number: AAT 3497033; ISBN: 9781267169440; Source: Dissertation Abstracts International, Volume: 73-06, Section: B, page: 3655.; 209 p.	0	2011
Isensee, Karl	2011PhDT.........5I	A 3-dimensional Analysis of the Cassiopeia A Supernova Remnant	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- University of Minnesota, 2011. Publication number: AAT 3482230 ISBN: &lt;ISBN&gt; 9781267028778 &lt;/ISBN&gt;. Advisor: Rudnick, Lawrence	0	2011
Neilsen, Joseph	2011PhDT.........8N	Winds of Change: The Physics of Accretion, Ejection, and X-ray Variability in GRS1915+105	Thesis (Ph.D.)-- Harvard,     2011. Advisor Lee, Julia	0	2011
Yencho, Brian	2011PhDT........11Y	Phenomenological studies in astronomy and collider physics	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- The University of Wisconsin - Madison, 2011. Publication number: AAT 3471504 ISBN: &lt;ISBN&gt; 9781124828183 &lt;/ISBN&gt;. Advisor:  Barger, Vernon	0	2011
Zhu, Weiwei	2011PhDT........12Z	The Cooling of High Magnetic Field Pulsars	Thesis (Ph.D.)-- McGill University ,     2011. Advisor Kaspi, Victoria	0	2011
Dong, Hui	2011PhDT........19D	Infrared and x-ray studies of the galactic center	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- University of Massachusetts Amherst, 2011. Publication number: AAT 3482614 ISBN: &lt;ISBN&gt; 9781267042057&lt;/ISBN&gt;. Advisor:  Wang, Daniel	0	2011
Araya-Arguedas, Miguel A.	2011PhDT........22A	Non-thermal emission from young supernova remnants: Implications on cosmic ray acceleration	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- Purdue University, 2011. Publication number: AAT 3475287 ISBN: &lt;ISBN&gt; 9781124934228 &lt;/ISBN&gt;. Advisor: Cui, Wei K	0	2011
Hasler, Nicole	2011PhDT........22H	Galaxy cluster mass measurements based on joint X-ray and Sunyaev Zel&#39;&#39;dovich effect data	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- The University of Alabama in Huntsville, 2011. Publication number: AAT 3477137 ISBN: &lt;ISBN&gt; 9781124911267 &lt;/ISBN&gt;. Advisor:  Bonamentz, Max	0	2011
Henze, Martin	2011PhDT........23H	Optical Novae as Supersoft X-ray Sources in the Andromeda Galaxy	Thesis (Ph.D.)-- Max Planck Institute for Extraterrestrial Physics,     2011. Advisor Pietsch, Wolfgang	0	2011
Lopez, Laura Ann	2011PhDT........24L	The tumultuous lives and deaths of stars	PhD Thesis, University of California, Santa Cruz, 2011	0	2011
Luketic, Stefan	2011PhDT........25L	Numerical Simulations of Accretion Disks and Extrasolar Planets	Thesis (Ph.D.)-- University of Nevada, Las Vegas, 2011. Advisor Proga, Daniel	0	2011
McDonald, Michael	2011PhDT........41M	The Origins and Ionization Mechanisms of Halpha Filaments in the Cool Cores of Galaxy Groups and Clusters	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- University of Maryland, College Park, 2011. Publication number: AAT 3461555. ISBN: &lt;ISBN&gt;9781124750149&lt;/ISBN&gt;. Advisor: Veilleux, Sylvain	0	2011
Korngut, Phillip M.	2011PhDT........59K	The Multiplexed SQUID TES array at Ninety Gigahertz (MUSTANG)	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Pennsylvania, 2011.; Publication Number: AAT 3463063; ISBN: 9781124732374; Source: Dissertation Abstracts International, Volume: 72-09, Section: B, page: .; 159 p.	0	2011
Mineo, Stefano	2011PhDT........61M	X-ray emission from star-forming galaxies	Thesis (Ph.D.)-- Ludwig Maximilians Universitat Munchen, 2011. Advisor: Sunyaev, Rashid	0	2011
Shcherbakov, Roman V.	2011PhDT........84S	Dynamical and Radiative Modeling of Sagittarius A*	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Harvard University, 2011.; Publication Number: AAT 3462129; ISBN: 9781124729626; Source: Dissertation Abstracts International, Volume: 72-09, Section: B, page: .; 243 p.	0	2011
Lemaux, Brian Clark	2011PhDT.......118L	Galaxy Transformation Under Extreme Conditions: The Evolution of Galaxies in the Largest Structures in the High Redshift Universe	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of California, Davis, 2011.; Publication Number: AAT 3474415; ISBN: 9781124907543; Source: Dissertation Abstracts International, Volume: 73-01, Section: B, page: 0357.; 314 p.	0	2011
Hodges-Kluck, Edmund	2011PhDT.......130H	The Hot Atmospheres of X-Shaped Radio Galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Maryland, College Park, 2011.; Publication Number: AAT 3478947; ISBN: 9781124969916; Source: Dissertation Abstracts International, Volume: 73-02, Section: B, page: 0994.; 245 p.	0	2011
Lynch, Ryan Sean	2011PhDT.......132L	The hunt for new and interesting pulsars with the Green Bank Telescope	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Virginia, 2011.; Publication Number: AAT 3484490; ISBN: 9781267002723; Source: Dissertation Abstracts International, Volume: 73-02, Section: B, page: 0991.; 189 p.	0	2011
Zhuravleva, Irina	2011PhDT.......134Z	Radiative transfer in hot gas of galaxy clusters: constraints on ICM turbulence	PhD Thesis, LMU Munich, 2011	0	2011
F&uuml;rst, Felix	2011PhDT.......187F	Galactic windmills: Spectroscopical and timing studies of three X-ray binaries	PhD Thesis, University of Erlangen&ndash;Nuremberg, 2011	0	2011
May, Branyon Manning	2011PhDT.......253M	Multiwavelength selection of obscured AGN and contributions to the X-ray background	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Alabama, 2011.; Publication Number: AAT 3490888; ISBN: 9781267121295; Source: Dissertation Abstracts International, Volume: 73-04, Section: B, page: .; 96 p.	0	2011
Ricci, Claudio	2011PhDT.......267R	Active galactic nuclei at hard X-ray energies: absorption, reflection and the unified model	PhD Thesis, University of Geneva, 2011	0	2011
Liefke, Carolin	2011PhDT.......297L	Investigating different aspects of stellar activity - From elemental abundances in solar-like stars to giant flares on active M dwarfs	PhD Thesis, University of Hamburg, 2011	0	2011
Peng, En-Hsin	2011PhDT.......301P	Mass profiles of clusters of galaxies : a comparison of X-ray and weak lensing observations	PhD Thesis, Massachusetts Institute of Technology, 2011	0	2011
Hohle, Markus Matthias	2011PhDT.......338H	The spectral and temporal variability of the isolated X-ray pulsar RX J0720.4-3125	PhD Thesis, University of Jena, 2011	0	2011
Baldovin, Carla	2011PhDT.......432B	High energy processes in young stars and the effect of EUV/X-ray irradiation in proto-planetary disks	PhD Thesis, University of Geneva, 2011	0	2011
Schneider, Peter Christian	2011PhDT.......566S	X-ray studies of young stellar sources and their jets	PhD Thesis, University of Hamburg, 2011	0	2011
Chowdhury, Md. Mizanul Huq	2011MsT.........11C	Quest for quiescent neutron star low mass x-ray binaries in the Small Magellanic Cloud	ProQuest Dissertations And Theses; Thesis (M.Sc.)--University of Alberta (Canada), 2011.; Publication Number: AAT MR70878; ISBN: 9780494708781; Source: Masters Abstracts International, Volume: 49-04, page: 2506.; 96 p.	1	2011
LaMassa, Stephanie M.	2011PhDT.......177L	Uncovering hidden black holes: Obscured AGN and their relationship to the host galaxy	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The Johns Hopkins University, 2011.; Publication Number: AAT 3492601; ISBN: 9781267126399; Source: Dissertation Abstracts International, Volume: 73-04, Section: B, page: .; 239 p.	1	2011
Lacki, Brian Cameron	2011PhDT.......182L	Cosmic Rays in Star-Forming Galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The Ohio State University, 2011.; Publication Number: AAT 3493247; ISBN: 9781267136862; Source: Dissertation Abstracts International, Volume: 73-05, Section: B, page: .; 468 p.	1	2011
Digby-North, Jonathan A.	2011PhDT.......222D	Investigating the relationship between environment and active galactic nuclei activity at high redshift	PhD Thesis, Imperial College London, 2011	1	2011
Johnson, Ryan	2011PhDT........14J	The Nature of Core Gas Sloshing in Galaxy Clusters	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- Dartmouth College, 2011. Publication number: AAT 3477679 ISBN: &lt;ISBN&gt; 9781124944838 &lt;/ISBN&gt;. Advisor: Wegner, Gary A.	2	2011
Tremblay, Grant Russell	2011PhDT........21T	Feedback Regulated Star Formation in Cool Core Clusters of Galaxies	Thesis (Ph.D.)-- RIT,     2011. Advisor O&#39;&#39;Dea, Christopher	2	2011
Fridriksson, Joel K.	2011PhDT........19F	Spectral Analysis of X-Ray Binaries	Ph.D. Thesis, Department of Physics, Massachusetts Institute of Technology, Advisor: Jeroen Homan, 2011	4	2011
